name,description,address,county,country,email,phone,website,other_categories,contact_name,contact_title,contact_email,contact_phone,year_incorporated,tax_status,accreditation,licenses,transportation_details,tax_form_990_link,annual_report_link,united_way_211_link
Lutheran Family & Children's Services,"God’s love in Jesus Christ empowers Lutheran Family and Children’s Services of Missouri to help families, children and individuals experience greater hope and wholeness of life.","9666 Olive Blvd, St. Louis, MO 63132","",,connectwithus@lfcs.org,314.787.5100,http://lfcsmo.org/,,"","","","",,"","","","","","",""
Mahatma Gandhi Cultural Center,Community rental space,"717 Weidmann Rd, St. Louis, MO 63011","",,rndundoo@yahoo.com,636.256.8375,http://www.gandhicenterstlouis.org/,,"","","","",,"","","","","","",""
Masjid Bilal (West Pine Masjid),"The Masjid Bilal is an Islamic mosque located in the Midtown Neighborhood of the City of St. Louis next to the campus of SLU.
","3843 W. Pine Mall, St. Louis, MO 63108","",,adil_imdad@yahoo.com,314.531.8646,https://www.facebook.com/pages/Masjid-Bilal/211381245560101,,"","","","",,"","","","","","",""
Meghan Torno School of Irish Dance,"The Meghan Torno School serves to encourage, inspire, and motivate students to dance and be the best they can be. Our philosophy is to teach in a friendly and positive way increasing each dancer’s self-confidence.","2641 South Hanley Rd, St. Louis, MO 63144","",,dublinaire1@aol.com,314.369.7350,https://www.meghantorno.com/,,"","","","",,"","","","","","",""
Mid-American Buddhist Association,"The mission of Mid-America Buddhist Association (MABA) is to practice, preserve and promote the teachings of the Buddha. MABA’s spiritual objectives are to follow the Middle Path and live in accordance with Buddhist wisdom concerning morality, meditation and discernment.","299 Heger Lane, Augusta, MO 63332","",,"",636.482.4037,http://www.maba-usa.org/,,"","","","",,"","","","","","",""
Missouri Coalition Against Domestic & Sexual Violence (MCADSV),MCADSV provides a constructive entry point to information and resources in Missouri for people dealing with domestic and sexual violence and those who could positively affect it with a greater understanding of the issue.,"217 Oscar Dr Suite A, Jefferson City, MO 65101","",,"",573.634.4161,https://www.mocadsv.org/,,"","","","",,"","","","","","",""
MO Jobs with Justice,"Missouri Jobs with Justice is a coalition of community, labor, student, and religious groups  in communities across the state. ","2725 Clifton , St. Louis, MO 63139","",,"",314.644.0466,http://www.mojwj.org/,,"","","","",,"","","","","","",""
NCCJ St. Louis,"The National Conference for Community and Justice supports a community dialogue that brings people together from different groups to ""clear up misunderstandings."" These different dialogues include interfaith and diversity dialogues.","1405 Pine St,Suite 203, Saint Louis, MO 63103","",,info@nccjstl.org,"",http://www.nccjstl.org/,,"","","","",1930,501c3,"","","","","",""
Netherlands Society of St. Louis,"The purpose of the Netherlands Society of Saint Louis is to provide a social environment for persons of Dutch descent or persons who have an active interest in the Netherlands, including people sharing the Dutch cultural heritage and Dutch speaking people of different nations, in order to communicate with one another on a regular basis about their common heritage and or interest.","230 S Bemiston Ave Suite 610, St. Louis, MO 63105","",,netherlandssociety_STL@yahoo.com,"",http://www.netherlandssocietystlouis.com/,,"","","","",,"","","","","","",""
Niagara Foundation - Missouri,"The founders of the Niagara Foundation envisioned an institution that could bring together people from all walks of life in order to celebrate diversity in a shared society. The Niagara Foundation organizes forums, dinners, conferences, lectures, community service, and intercultural trips to fulfill its core values of hospitality, enrichment, and leadership.","664 Lemay Ferry Rd, St. Louis, MO 63125","",,missouri@niagarafoundation.org,773.629.9460,https://www.niagarafoundation.org,,"","","","",,"","","","","","",""
Norwegian Society of St. Louis,Norwegian Society of St. Louis promotes Norwegian culture and history community.,"","",,lynnsableman@att.net,"",http://www.norwaystl.com/,,"","","","",,"","","","","","",""
O'Faolain Academy of Irish Dance,"The Academy provides classical Irish dance instruction with a modern edge to children ages three and up, as well as adults. Our curriculum combines the learning of technical dance skills necessary to compete and perform on stage at all levels, with athleticism and musicality to form a love of Irish Dance. At The O’Faoláin Academy, Irish Dance is presented not only as an art and competitive sport, but also as a means by which to appreciate Irish culture.","122 W Lockwood Ave, Webster Groves, MO 63119","",,ofaolainacademy@gmail.com,314.517.3057,http://www.ofaolainacademy.com,,"","","","",2007,Business,"","","","","",""
Oasis International,"Oasis International provides educational programs including ESL, driving and computer skills, and citizenship classes. They also help refugees settle in St. Louis by providing furniture, household items, and clothes. ","5035 Gravois Ave, Saint Louis, MO 63116","",,"",314.353.3800,http://www.oasisinternational.info,,Mark Akers,Founder/Executive Director,"","",2003,501c3,"","","",http://www.oasis4refugees.org/uploads/images/2016%20990.pdf,"",""
OCA - Asian Pacific American Advocates,"Leadership programs, Mentor Asian American Program (MAAP), Youth scholarships, Voter Registrations, etc.","PO Box 4151, Chesterfield, MO 63006","",,info@oca-stl.org,"",http://www.oca-stl.org,,"","","","",1973,501c3,"","","",http://www.guidestar.org/FinDocuments/2016/237/250/2016-237250499-0e5ddfaf-9.pdf,"",""
"Office of Ecumenical and Interreligious Affairs, Archdiocese of St. Louis","Rooted in the Catholic Church’s commitment to ecumenical unity and interreligious engagement, our office reaches out to Christians and to peoples of other religious traditions and people of good will to promote greater understanding, respect, dialogue and friendship. ","","",,"",314.792.7162,http://archstl.org/ecumenical,,"","","","",,"","","","","","",""
"Office of Hispanic Ministry, Archdiocese of St. Louis","The Office of Hispanic Ministry is a place where our one Faith, our one Baptism, and our one Eucharistic Table in the Lord are made visible. Together with the Hispanic Pastoral Leaders Group, the office provides direct ministry to Hispanic Catholics across the archdiocese, and exercises its commitment to a genuine Pastoral de Conjunto, being in contact with Catholics of the archdiocese, and with other archdiocesan offices in order to engage in mutual prayer, service and collaboration. ","20 Archbishop May Dr, St. Louis, MO 63119","",,giovannimadriz@archstl.org,314.792.7645,http://www.archstl.org/hispanicministry,,Giovanni Madiz,"",giovannimadriz@archstl.org,"",,"","","","","","",""
Organization of Chinese Americans,"OCA - Asian Pacific American Advocates is dedicated to advancing the social, political, and economic well-being of Asian Americans and Pacific Islanders (AAPIs).","P.O. Box 4151, Chesterfield, MO 63006","",,info@oca-stl.org,"",http://www.oca-stl.org/,,"","","","",,"","","","","","",""
Our Lady of Guadalupe Parish,Proclaiming acceptance & hope,"1115 S Florissant Rd, Ferguson, MO 63121","",,"",314.522.9264,http://guadalupestl.org/,,"","","","",,"","","","","","",""
Peruanos en St. Louis,Bienvenidos! A este lugar comun de encuentro de amigos peruanos e hispanos en St Louis.,"","",,nazcapisco@gmail.com,"",https://www.facebook.com/peruanos.enstlouis/,,"","","","",,"","","","","","",""
Philippine Art Foundation,"A non-profit organization dedicated to preservation and promotion of Philippine art through cultural dances, music and various art forms.","","",,"","",https://www.facebook.com/pafstl/,,"","","","",,"","","","","","",""
Places for People,"Places for People provides an unparalleled toolkit of programs, services, and resources for people who have serious mental illnesses, typically accompanied by complex and multilayered challenges including trauma.","4130 Lindell Blvd, Saint Louis, MO 63108","",,info@placesforpeople.org,314.535.5600,https://www.placesforpeople.org/,,Joe Yancey,Executive Director,"","",1972,501c3,"","","",https://www.placesforpeople.org/wp-content/uploads/FY-16-990-Public-Disclosure.pdf,https://www.placesforpeople.org/wp-content/uploads/ar-2016-2017-for-web.pdf,""
Polish American Cultural Society of Metropolitan St. Louis,The primary purpose of the Polish American Cultural Society is educational.  The Society will promote knowledge and appreciation of Polish and Polish American culture in all its forms and will encourage Polish Americans of all ages to deepen their own special cultural heritage and to preserve distinctive social customs and traditions.,"","",,pacs-stl@sbcglobal.net,314.868.6911,http://www.polishamericanstl.org,,Robert Szydlowski,"","","",,"","","","","","",""
Polish Falcons of America,"Polish Falcons of America (PFA) is a non-profit, member-driven, community life insurer. One of the nation’s leading Polish-American organizations, PFA is an ethnic fraternal benefit society with over 20,000 Members nationwide.","2013 St Louis Ave, Saint Louis, MO 63106","",,"",314.421.9614,https://www.facebook.com/polish.falcons/,,"","","","",,"","","","","","",""
Prosperity Connection,"We offer free financial coaching and money management education, as well as low-cost banking options for people who cannot open an account or access affordable credit. These key resources make it possible for individuals to earn economic independence.","3651 Forest Park Ave, Saint Louis, MO 63108","",,info@prosperityconnection.org,314.2563995,http://prosperityconnection.org/,,"","","","",2009,501c3,"","","",http://www.guidestar.org/FinDocuments/2016/800/444/2016-800444131-0e3b6057-9.pdf,http://1slxnd15cy7146nevb1o62f8.wpengine.netdna-cdn.com/wp-content/uploads/2015/01/Prosperity-Connections-2016-Annual-Report_Singles.pdf,""
Puerto Rican Society of St. Louis,"The Puerto Rican Society, Inc. is a not-for-profit corporation whose objectives include: supporting education scholarships for Hispanic/Latino students in the St. Louis metropolitan area, promoting the awareness of the Puerto Rican culture and traditions, ensuring self-improvement, providing social activities for its members and their guests, sponsoring and supporting events that will benefit the Puerto Rican community, and strengthening mutual understanding throughout the local community. ","P.O. Box 6351, Chesterfield, MO 63006","",,sprstlouis@gmail.com,"",https://www.facebook.com/pg/SPRstlouis/about/?ref=page_internal,,"","","","",,"","","","","","",""
Red Latina ,"Red Latina is an internet resource for Latinx people in St. Louis, also known as the bilingual Hispanic newspaper in the St. Louis region.","911 Washingtove Ave Suite 11, Saint Louis, MO 63101","",,contact@redlatinastl.com,314.772.6362,http://www.redlatinastl.com,,Cecilia Velazquez,Founder & Publisher,cecilia@redlatinastl.com,"",2000,Business,"","","","","",""
Red Sea Eritrean Community Center of St. Louis," The primary purpose of the organization is to support, preserve and promote Eritrean culture among youths and adults of Eritrean Heritage and other interested persons in the greater Metropolitan St. Louis area and across Missouri.  ","P.O. Box 50040, Saint Louis, MO 63105","",,stleritreancommunity@gmail.com,"",http://www.stleritreancommunity.org/home.html,,"","","","",,"","","","","","",""
Refugee Center Online,"Refugee Center Online is a free online resource that offers GED and Citizenship classes in both Spanish and Arabic, and connects to other resources. ","2420 NE Sandy Blvd Suite 102, Portland, OR 97232","",,info@therefugeecenter.org,503.468.5474,https://therefugeecenter.org/,,"","","","",2013,501c3,"","","","","",""
Restore St. Louis,"Connecting God’s people, the church, with opportunities to manifest His love in the city of St. Louis to widows, orphans, immigrants, refugees and the poor.","1142 Hodiamont Ave, St. Louis, MO 63112","",,"",314.726.2302,http://restorestlouis.org/,,Steve St. Pierre,"",steve@ncfstl.org,"",,501c3,"","","",http://www.guidestar.org/FinDocuments/2016/453/789/2016-453789421-0e5df5e7-9.pdf,https://therefugeecenter.org/2017-midyear-impact-report,""
Resurrection of Our Lord Catholic Church (Giáo Xứ Chúa Phục Sinh),Catholic church for Vietnamese-speakers.,"3900 Meramec St., Saint Louis, MO 63116","",,"",314.832.7023,http://www.chuaphucsinh.net/,,"","","","",,"","","","","","",""
Sarah's Spanish School,"At Sarah's Spanish School, we believe that every elementary-school student should have the opportunity to learn Spanish in a fun way as a part of their academic day. Our goals are to promote bilingual education in America, show young students that they can learn a second language and how much fun it really is, and give schools the opportunity to easily offer Spanish classes to all of their students. ","6 Hilltop Village Center Dr, Eureka, MO 63025","",,sarah@sarahsspanishschool.com,866.325.HOLA,https://www.sarahsspanishschool.com/,,"","","","",,"","","","","","",""
Scottish St. Andrew Society of Greater St. Louis,"The Society's purposes and objectives encompass historical, educational, cultural, charitable and philanthropic activities as well as fostering recreational and cultural events to further the exchange between those of Scottish birth, or descent, and the community of the Greater St. Louis area.","P.O. Box 50306, St. Louis, MO 63105","",,info@stlstandrews.com,"",https://www.stlstandrews.com/,,"","","","",,"","","","","","",""
Societe Francaise de St. Louis,"La Société Française de St. Louis a été fondée en 1914 dans le but d’assurer la survie de la langue, de la culture et des traditions françaises à Saint Louis, avec des commémorations patriotiques, des conférences et autres activités mensuelles en français.","","",,info@societefrancaisestl.org,"",http://societefrancaisestl.org/,,"","","","",,"","","","","","",""
Sokol St. Louis,"The birthplace of Sokol in America, Sokol St. Louis is a cultural organization for people with Czech heritage.","4690 Lansdowne Ave, Saint Louis, MO 63116","",,info@sokolstl.org,314.752.8168,http://sokolstl.org/,,"","","","",,"","","","","","",""
Soorya Dance Company,"Soorya Performing Arts is a non-profit organization whose role and responsibility is to coordinate and support the growth and development of Indian art forms such as classical dance, music and theater in greater St. Louis area. Its goal is to make ancient art forms from India more enjoyable to American populace. To make it happen, it is building up artistic infrastructure for the Indian immigrants of USA and organizes events such as International dance and music festival throughout the year. "," Ballwin, MO","",,info@sooryadance.com,314.397.5278,http://www.sooryadance.com/,,"","","","",,"","","","","","",""
Spanish Clubhouse,Spanish Clubhouse provides a range of Spanish classes for kids and an active  learning environment.," 148 W. Adams Ave, Kirkwood, MO 63122","",,admin@stl-scfk.com,314.695.4331,https://stl-scfk.com/,,"","","","",,"","","","","","",""
St. Agatha Polish Church,A Polish Catholic Church in the St. Louis region.,"3239 S. 9th St, Saint Louis, MO 63118","",,parishoffice@polishchurchstlouis.org,314.772.1603,http://www.polishchurchstlouis.org/.,,"","","","",,"","","","","","",""
St. Andrew Kim Korean Catholic Church,Korean Catholic church in the St. Louis region.," 8865 Olive Blvd, University City, MO 63132","",,"",314.993.1277,https://archstl.org/app/directory/parishes/1000068,,"","","","",,"","","","","","",""
St. Charles County German Heritage Club,"Organization's goal is to share traditions handed down by our German ancestors, to preserve the history of German settlers in St. Charles County, to foster understanding of German customs and culture, and to generally promote Gemütlichkeit among our members. Additionally, through guest speakers and other activities, we strive to promote German language skills; understand Germany's economic, political, and social structure; and have fun in the process.","","",,dorris.keevenfranke@gmail.com,636.221.1524,http://www.stcharlesgermanclub.org,,"","","","",,"","","","","","",""
St. Gregory the Illuminator American Apostolic Church,"We're an inviting, Christ centered parish, rich with Armenian traditions and culture, focused on serving the needs of our parishioners and broader community. Join us for worship every Sunday at 10:00 am, where we celebrate Badarak-Divine Liturgy. ","1014 W Pontoon Rd, Granite City, IL 62040","",,stgregorychurchgranitecity@gmail.com,618.451.7884,https://www.stgregorychurch.net/,,"","","","",,"","","","","","",""
St. John Nepomuk Church,"Welcome to Saint John Nepomuk Chapel, the oldest Czech church in the New World.  Founded in 1854, Saint John’s has been serving Catholics in the historic Soulard area of Saint Louis for 162 years.  Today we embrace our Czech heritage but our church is attended by people of all backgrounds from all over the Metropolitan Saint Louis Area.","1625 South 11th St, St. Louis, MO 63104","",,"",314.231.0141,http://sjnstl.org/Home_Page.php,,"","","","",,"","","","","","",""
St. Louis African Arts Festival," The mission of the festival is to increase the awareness of the global contributions of African people and people of African descent have made through art, cultural, and educational programs.","3547 Olive St Suite 301, St. Louis, MO 63103","",,info@STLafricanartsfest.com,314.325.2291,http://www.stlafricanartsfest.com/,,"","","","",,"","","","","","",""
St. Louis Black Leadership Roundtable,Action group which improves the quality of life for African Americans in the St. Louis Metropolitan region.,"P.O. Box 24868, St. Louis, MO 63115","",,"","",http://www.blackleadershiproundtable.org,,"","","","",,"","","","","","",""
"St. Louis Bosnians, Inc.","To advocate on behalf of Bosnian community through educational, cultural, and relief programs in an effort to foster better understanding and relationship between Bosnian and other communities.","6800 Wydown Blvd, St. Louis, MO","",,info@stlbosnians.org,314.669.1584,https://www.facebook.com/stlbosnian/,,"","","","",,"","","","","","",""
St. Louis Business Diversity Initiative,"Helps area companies build successful diversity programs. The initiative is comprised of companies, organizations and agencies committed to attracting and retaining talented, diverse employees and to building business with minority suppliers.","211 North Broadway One Metropolitan Square Suite 1300, Saint Louis, MO 63102","",,rreese@stlregionalchamber.com,314.231.5555,http://www.stlbizdiversity.com,,"","","","",,"","","","","","",""
St. Louis Center for Family Development,"Trauma informed mental health services for children, couples, and adults; trauma treatment; organizational consultation and training for evidence based treatment models, service delivery, trauma informed care; social impact activities for improving access to care, improved service delivery, and promoting trauma informed care.","4236 Lindell Blvd Suite 200, Saint Louis, MO 63108","",,"",314.531.1155,http://www.stlcfd.com,,"","","","",,"","","","","","",""
St. Louis Chinese American News,St. Louis Chinese American News provides headline news for both St. Louis and abroad. ,"1766 Burns Ave. Suite 201, Saint Louis, MO 63132","",,news.may@gmail.com,314.432.3858,http://www.scanews.com,,"","","","",,"","","","","","",""
St. Louis Chinese Baptist Church,"The focus of our church family is to serve Jesus Christ together with a loving relationship. We put every effort to fulfill God's greatest commandments: ""Love the Lord your God with all your heart and with all your soul and with all your mind and with all your strength,"" and ""love you neighbor as yourself.""","908 Jungermann Rd, St. Peters, MO 63376","",,"",636.447.2266,http://www.stlcbc.org/,,"","","","",,"","","","","","",""
St. Louis Chinese Christian Church,"An international, multicultural church fellowship. Service on Sundays at 11:10am .","832 N. Woods Mill Rd, Chesterfield, MO 63017","",,slccc_care@yahoo.com,314.878.4574,http://www.slccc.org/English/,,"","","","",,"","","","","","",""
St. Louis Chinese Gospel Church,"At St. Louis Chinese Gospel Church, we're committed to worshipping the true God, teaching His Word, caring for others, and reaching the world. There are many ways to get involved. e have thriving children and youth ministries! Here, you're accepted just as you are... whether you've been coming to church for years, or this is your first time.","515 Meramec Station Rd, Manchester, MO 63021","",,stlcgc@stlcgc.org,636.391.2112,http://stlcgc.org/,,"","","","",,"","","","","","",""
St. Louis Chinese Journal,"The St. Louis Chinese Journal covers news on a weekly basis, producing an e-newsletter and paper each Thursday.","8517 Olive Blvd, Saint Louis, MO 63132","",,slcj@sprintmail.com,314.991.3747,http://www.stlouischinesejournal.com,,"","","","",,"","","","","","",""
St. Louis Chinese Language School,"Teaches Chinese language and promotes Chinese culture. Open to anyone interested in learning Chinese language and culture. Also, has folk dancers.","235 New Ballwin Road, Ballwin, MO 63021","",,"",636.399.8302 ,http://www.stlcls.org,,"","","","",,"","","","","","",""
St. Louis Consular Corps,"The Saint Louis Consular Corps was founded in 1950. Its members are career or honorary Consuls General, Consuls, or Vice Consuls appointed by the Heads of State of their respective countries and duly accredited by the United States Government. 

Directory: http://worldtradecenter-stl.com/wp-content/uploads/2018/01/Consular-Directory-Nov-2017.pdf","","",,"",314.539.2747,http://stlconsuls.org,,"","","","",,"","","","","","",""
St. Louis Effort for Aids,"St. Louis Effort for Aids (EFA) is the region’s oldest AIDS Service Organization (ASO). EFA provides education on the prevention of HIV/AIDS and comprehensive support services to those affected by the disease. EFA also provides general screening and treatment for other sexually-transmitted infections (STIs), including syphilis, gonorrhea, and chlamydia.","1027 S. Vandeventer #700, Saint Louis, MO 63110","",,"",314.645.6451,http://www.stlefa.org/,,"","","","",,"","","","","","",""
St. Louis Flamenco Society,"St. Louis Flamenco Society is a non-profit organization that seeks to promote an appreciation of Spanish culture, art, literature, and music through dance by demonstrating and preserving the authenticity of classical Spanish dance, regional folk styles, and flamenco. Our company encourages new artistic creativity within the framework of the Ibero-Hispanic experience.","6021 Scanlan Ave, Saint Louis, MO 63139","",,"",314.781.1537,https://www.stlouisflamenco.org/,,"","","","",,"","","","","","",""
St. Louis Genealogical Society,"The St. Louis Genealogical Society is the largest local genealogical society in the nation. It is renowned in genealogical circles for its excellence in programming, resources, and membership services.
","#4 Sunnen Drive,Suite 140, St. Louis, MO 63143","",,office@stlgs.org,314.647.8547,https://stlgs.org/,,"","","","",,"","","","","","",""
St. Louis Genealogical Society - German Special Interest Group,Helping individuals research their German ancestry.,"#4 Sunnen Drive Suite 140, Saint Louis, MO 63143","",,germansig@stlgs.org,314.647.8547,http://stlgs.org/about-us-2/sigs-and-special-programs/german-special-interest-group-2,,"","","","",,"","","","","","",""
St. Louis Inter-faith Committee on Latin America (IFCLA),We provide education and advocacy here in the US for those in Latin America striving for social justice and human rights,"4200 Delor St Room 122, Saint Louis, MO 63116","",,ifcla@ifcla.net,314.721.2977,http://www.stl-ifcla.org/,,"","","","",,"","","","","","",""
St. Louis Irish Arts,"Irish Music
Students learn the traditional Irish dance music taught in the traditional Irish way.

Irish Dance
Irish step dancing and set dancing taught the way it was taught in Ireland, with respect for the Irish culture and for the fun of the dance itself.

Irish Culture
Classes in the Irish language, the oldest vernacular in Europe, Cooking and Irish crafts like knitting and crochet, Singing and poetry too.","7240 Anna Ave, Saint Louis, MO 63143","",,info@slia.org,314.646.7338,http://www.slia.org/,,"","","","",,"","","","","","",""
St. Louis Islamic Center (Džamija Nur),"St. Louis Islamic Center ""Džamija Nur"" shares the Islamic religion, Bosnian heritage, and culture with the St. Louis community.","9528 Reavis Barracks Rd, St. Louis, MO 63123","",,info@stlic.org,314.939.9074,http://www.stlic.org,,"","","","",,"","","","","","",""
St. Louis Japanese Language School,"Weekend classes focusing on teaching Japanese children Japanese, math, culture, history and geography. It is operated by the parents of students and supported by the Japanese Foreign Ministry, the Ministry of Education, the Japanese Chamber of Commerce of St. Louis, and the Japan America Society of St. Louis.","470 E. Lockwood Ave, Saint Louis, MO 63119","",,"",314.963.6930,http://www.stlnihongo.org,,"","","","",,"","","","","","",""
St. Louis Job Corps,Job Corps is a no-cost education and career technical training program that helps young people ages 16-24 improve the quality of their lives through academic and career technical training.,"4333 Goodfellow Blvd,-, Saint Louis, MO 63120","",,"",314.679.6200,http://stlouis.jobcorps.gov/Home.aspx,,"","","","",,"","","","","","",""
St. Louis Ki Aikido,"St Louis Ki Aikido is a nonprofit educational organization. We seek to improve the ability of individuals to respond to stress and conflict positively and creatively, with calmness and relaxation. ","6006 Pershing Ave, Saint Louis, MO","",,"",314.726.5070,http://www.stlki.org/index.html,,"","","","",,"","","","","","",""
St. Louis Language Immersion Schools (SLLIS),"The St. Louis Language Immersion Schools network provides Spanish, French, and Chinese bilingual immersion programs for grades K-5, and an international school for grades 6-8. All schools in the SLLIS network implement the International Baccalaureate curricular frameworks in addition to  local and national achievement measures.","4011 Papin St , Saint Louis, MO 63110","",,info@sllis.org,314.533.0975 ext. 2000,http://sllis.org,,"","","","",,"","","","","","",""
St. Louis Mexican Cultural Institute,"Founded by Gloria Serrano Hansen in 2017. Gloria was a singer/songwriter in San Francisco with an award-winning song and a Spanish-language talk show on Univision in the 80s. Her family moved to the Midwest with General Motors and she's been sharing her passion for music, dancing, and entertainment ever since.
 
This volunteer organization is founded on the belief to share in the beauty of the arts and make it accessible to everyone throughout the Midwest. ","","",,"","",https://www.saintlouismexicans.com/,,"","","","",,"","","","","","",""
St. Louis Minority Business Council (SLMBC), St. Louis Minority Business Council (SLMBC) creates a climate in the business community to make purchasing from Minority Business Entrepreneurs a normal corporate practice.,"211 N Broadway Suite 1300, Saint Louis, MO 63102","",,"",314.231.5555,https://www.slmbc.org/,,"","","","",,501c3,"","","","","",""
St. Louis Modern Chinese School,"Promotes Chinese language and Chinese culture to the new generation of Chinese Americans, serves the community with education and cultural learning, and promotes mutual understanding in America. Provides Chinese and other classes.","6710 Clayton Road, Richmond Heights, MO 63117","",,msg@slmcs.net,314.779.4270,http://www.slmcs.org,,"","","","",,"","","","","","",""
St. Louis Mosaic Project,"The St. Louis Mosaic Project is a regional initiative within the St. Louis Economic Development Partnership and the World Trade Center St. Louis. St. Louis aims to be a cultural mosaic because this community believes that immigrants invigorate our region and drive innovation. Together, we welcome newcomers because they bring new energy, ideas and talent with them.","7733 Forsyth Blvd Suite 2200, Saint Louis, MO 63105","",,"","",https://www.stlmosaicproject.org/,,"","","","",,"","","","","","",""
St. Louis Presbyterian Church,St. Louis Presbyterian Church is a Korean Presbyterian church in the St. Louis area.,"2321 Buller Dr, Saint Louis, MO 63114","",,"",314.426.2128;  314.993.2151,"",,"","","","",,"","","","","","",""
St. Louis Public Library,"St. Louis Public Library offers both online resources and drop-in ESL classes, lectures, and workshops at the Schlafly and Carpenter Branches.","1301 Olive St, Saint Louis, MO 63103","",,"",314.241.2288,https://www.slpl.org/,,"","","","",,"","","","","","",""
St. Louis Public Schools (ESOL Bilingual Migrant Program),The ESOL Bilingual Migrant Program of St. Louis Public Schools provides services to K-12 English leanguage learners (ELLs) in St. Louis Public Schools and their families so that ELLs can develop English and achieve academically to their highest ability. The program also provides ongoing professional development to district staff working with ELLs.,"1530 S. Grand Blvd, Saint Louis, MO 63104","",,"",314.364.1066,http://www.slps.org/esol,,"","","","",,"","","","","","",""
St. Louis Regional Chamber,Expands and supports St. Louis businesses in a global market in order to strengthen our community's economy.,"One Metropolitan Square Suite 1300, Saint Louis, MO 63102","",,"",314.231.5555,http://www.stlregionalchamber.com/,,"","","","",,"","","","","","",""
St. Louis Scottish Games,St. Louis Scottish Games and Cultural Festival is held the last weekend in September each year.,"Spirit Airpark West Dr, Chesterfield, MO 63005","",,macmail@stlouis-scottishgames.com,314.821.1286,http://www.stlouis-scottishgames.com,,"","","","",,"","","","","","",""
St. Louis Shaolin Kung Fu School,St. Louis Shaolin Kung Fu School promotes Chinese arts culture and collaboration with local talented artists on showcasing and teaching their art form under the same roof! That's right! Your child can now experience multiple arts in the same location.    ,"9467 Dielman Rock Island Rd, Saint Louis, MO 63132","",,STLkungfuARTS@gmail.com,702.666.1108,https://sites.google.com/site/stlouiskungfuarts/home,,"","","","",,"","","","","","",""
St. Louis Transplants,"Our sole focus is showing candidates, new hires and their families a St. Louis life they can love. Supports relocation services through social matchmaking, connections to mentors and liaisons.","614 N. Skinker Blvd,-, Saint Louis, MO 63130","",,"",314.932.5201 ,http://www.stltransplants.com/,,"","","","",,"","","","","","",""
St. Mary and St. Abraam Coptic Orthodox Church,Coptic Orthodox Church established to serve the spiritual and social needs of the Copts (Egyptian Christians) who moved to St. Louis and surrounding regions from Egypt. ,"1843 Ross Ave, Saint Louis, MO 63146","",,"",314.878.2072,http://www.stmarystabraam.org/,,"","","","",,"","","","","","",""
St. Mary of Victories Hungarian Catholic Church,"Founded in 1843 for German immigrants, it became the city's Hungarian Catholic Church and cultural center in 1956. Its acclaimed architecture, beautiful old paintings, ornate statuary and noted historical personalities have earned it a spot on the National Register of Historic Places. It is one of the few consecrated churches in the Archdiocese of St. Louis, and has a magnificent high altar with hundreds of sacred relics.","744 S 3rd St, Saint Louis, MO 63102","",,"",314.231.8101,https://www.smov.info/,,"","","","",,"","","","","","",""
St. Mary's Assumption Ukrainian Catholic Church,"","11363 Oak Branch Dr, Saint Louis, MO 63128","",,"",314.303.2893,http://www.esnucc.org/node/71,,"","","","",,"","","","","","",""
St. Michael's Russian Orthodox Church,"While the parish has a stellar Russian heritage, our mission and vision is to embrace all who wish to partake of the fullness of Orthodox faith. Our current membership includes ethnic Russians and English speaking Americans, cradle Orthodox and converts. All are welcome in the mystical body of Christ.","1901 Ann Ave, Saint Louis, MO 63104","",,"",314.776.4205,https://stmichaelstlouis.org/,,"","","","",,"","","","","","",""
St. Nicholas Greek Orthodox Church,Greek orthodox church in St. Louis.,"4967 Forest Park Ave, Saint Louis, MO 63108","",,stnicholas@sngoc.org,314.361.6924,http://www.sngoc.org/,,"","","","",,"","","","","","",""
St. Raymond's Maronite Church,"The Church is comprised of all believers or the People of God. Ordained clergy have a distinct role and function in the Church; all of the baptized are a part of the whole of the Body of Christ. Together with ordained ministers, the lay faithful are called to live out their baptism through spreading the gospel message and ministering to people in need.
","931 Lebanon Dr, Saint Louis, MO 63104","",,"",314.621.0056,https://www.straymond-mc.org/,,"","","","",,"","","","","","",""
St. Stanislaus Polish Catholic Church,"We are seekers, believers, doubters, and dreamers who gather each week to celebrate God's love and presence in our midst. We are married, partnered, single, gay and straight; we are families at all ages and stages of life. We are theologically progressive, liturgically somewhat traditional, and politically diverse - and we welcome all. We come from Lutheran, Catholic, Baptist, Unitarian and many other faith traditions - and from no tradition at all.","1413 North 20th St, Saint Louis, MO 63106","",,office@saintstan.org,314.421.5948,http://www.saintstan.org,,"","","","",,"","","","","","",""
St. Thomas the Apostle Romanian Orthodox Church,Romanian orthodox church in St. Louis.,"6501 Nottingham Ave, Saint Louis, MO 63109","",,parishpriest@stthomasstl.org,314.353.0841,http://www.stthomasstl.org/index.html,,"","","","",,"","","","","","",""
STL Youth Jobs,"STL Youth Jobs connects youth (ages 16-24) in target communities (Baden, Mark Twain, O'Fallon, Penrose, Walnut Park East/West, Bevo Mill, Dutchtown, Gravois Park, Tower Grove East in 2016) with employment opportunities with local businesses in their area of interest.","","",,"",314.499.8176,http://stlyouthjobs.org/,,"","","","",,"","","","","","",""
